Unit,Module,Question,Explanation
_u5_inference,_m1_inference_one_variable,"A new 95% confidence interval has also been constructed (the new line segment, centered at the location of your second x-bar). Does the new interval cover the population mean μ?","Your answers may vary depending on the run of the simulation, but most likely it will be ""yes."" (If the intervaldid contain the population mean, the applet will color the segment black. If the intervaldidn't contain the population mean, the applet will color the segment red.)"
_u5_inference,_m1_inference_one_variable,What percentage of the many 95% confidence intervals should cover the population mean μ? _________(A),"In the long run, 95% of the confidence intervals should coverμ. (That's precisely the meaning of the confidence percentage.)"
_u5_inference,_m1_inference_one_variable,"Based on this study, find a 95% confidence interval for μ, the mean pregnancy length of women who smoke during their pregnancy, and interpret your interval in context.","The problem provides the following information:• Our sample size is n = 114• This sample gives a sample mean of• Human pregnancy is known to have a standard deviation of σ = 16.The 95% confidence interval for μ is therefore:or (257,263)."
_u5_inference,_m1_inference_one_variable,Note that the confidence interval was obtained by calculating 260 ± 3. Give an interpretation of the number 3.,"We are 95% confident that by using 260 days as the estimate for μ, our estimation error is no more than 3 days."
_u5_inference,_m1_inference_one_variable,"As the confidence level increased from 80% to 90% to 95% to 99%, what happened to the width of the intervals? (Did the intervals become wider, become narrower, or stay the same width?)","As the confidence level increases, the intervals becomewider."
_u5_inference,_m1_inference_one_variable,"As the confidence level increased from 80% to 99%, what happened to the centers of the intervals—the dots representing each sample mean (x-bar)? If you’re not sure, you can change the confidence level again and observe the intervals.","As the confidence level changed, the centers of the intervals remained thesame (because the x-bars remain the same). This shouldn’t be surprising, because the confidence level is only usedafter the sample has been selected."
_u5_inference,_m1_inference_one_variable,"As the confidence level increased from 80% to 90% to 95% to 99%, what happened to the percentage of intervals that covered the population mean (μ)? Did the percentage increase, or decrease, or remain the same?","increased (i.e., more intervals contain μ when the intervals are wider)."
_u5_inference,_m1_inference_one_variable,"With a 99% confidence level, what should be the long-run percentage of intervals that cover the population mean (μ), if you selected many thousands of samples?",99% of the intervals should cover μ.
_u5_inference,_m1_inference_one_variable,"The Golden Retriever Club of America conducted a study of 64 golden retrievers, and found the average age at death in the sample to be 11.0 years old. Let’s assume the standard deviation of golden retriever lifespan is known to be 1.2 years (this is consistent with studies and with some other dog breeds). Give three confidence interval estimates for the unknown mean age at death for golden retrievers: first using 90% confidence, then 95%, and finally 99%. Please report your intervals in parenthesis notation, and please round your final values to the nearest tenth for simplicity. Be sure to notice the size of the intervals with the different confidence levels.","The 90% confidence estimate for μ is (10.8, 11.2).The 95% confidence estimate for μ is (10.7, 11.3).The 99% confidence estimate for μ is (10.6, 11.4)."
_u5_inference,_m1_inference_one_variable,"A study was done on pregnant women who smoke during their pregnancies. In particular, the researchers wanted to study the effect that smoking has on the pregnancy length. A sample 114 pregnant women who were smokers participated in the study and were followed until the birth of their child. At the end of the study, the collected data were analyzed and it was found that the average pregnancy length of the 114 women was 260 days. From a large body of research, it is known that the length of human pregnancy has a standard deviation of 16 days. In the previous activity, we calculated a 95% confidence interval for μ, the mean pregnancy length of women who smoke during their pregnancy based on the given information, and found it to be 260 +/- 3, or (257, 263). Assume now that the researcher wants to get a more precise interval estimation by reducing the margin of error from 3 to 2 while maintaining the same level of confidence. How many additional smoking pregnant women should the researcher sample? (Hint: calculate first what the total sample size must be in order to achieve this).","We'll first calculate what the (total) sample size must be in order to get a 95% confidence interval with a margin of error of 2. Using the formula we've developed, we get:Since the researcher has already collected data from 114 women, the researcher needs to sample 256 - 114 = 142 additional women."
_u5_inference,_m1_inference_one_variable,"If the researcher wants to estimate the number of kernels per ear from the experimental corn with a margin of error of m = 80 kernels, with 95% confidence, what is the equation to determine the minimum required number, n, of ears of corn needed in the study, according to what you’ve learned thus far?","The formula for the minimum required sample size (in this case number of ears of corn) is n = (2σ / 80)2, where we used z = 2 for 95% confidence."
_u5_inference,_m1_inference_one_variable,"Using these common-sense estimates for the max and the min, compute range/4.","Using max = 1,600 and min = 0, the range is 1600 – 0 = 1600, and therefore range/4 = 1600/4 = 400."
_u5_inference,_m1_inference_one_variable,"Now, use your previously-computed value as an approximation for sigma, and compute how many ears of the experimental corn the researcher needs in the study.","Using 400 for sigma, we have: n = (2 x 400 / 80)2 = (10)2 = 100 ears of corn required in the study."
_u5_inference,_m1_inference_one_variable,What is the 99% confidence interval for μ? Interpret it in context.,"RR gives us:Thus, we are 99% confident that the mean birth weight of first babies born to mothers who are 35 or older is between 2,996 and 3,227 grams.MinitabHere is the Minitab output:Thus, we are 99% confident that the mean birth weight of first babies born to mothers who are 35 or older is between 2,996 and 3,227 grams.1. Note that in the output, Minitab also calculates the sample standard deviation, s, (under StDev) and another quantity denoted by ""SE Mean"" (which we will discuss in the course shortly). Even though these quantities are not needed for calculating the confidence interval, it is quite encouraging to see that the sample standard deviation is 501.32, since this means that our assumption of σ = 500 is quite reasonable.2. If you go back for a minute to the dialog box (Stat → Basic statistics → 1 Sample Z) you'll notice that there is also the option to give Minitab ""Summarized data"" instead of the raw data. (i.e., the sample size (n) and mean (x-bar)). As we mentioned earlier in this activity, in cases like these, it would be easier to simply use the formula ourselves, but it is noteworthy that the option in Minitab exists.Excel 2007Excel tells us that the mean is 3,111, and the margin of error is 115. Thus, we are 99% confident that the mean birth weight of first babies born to mothers who are 35 or older is between 2,996 and 3,226 grams.TI CalculatorIf you enter:and chooseCALCULATE, then pressENTER, you should see:Thus, we are 99% confident that the mean birth weight of first babies born to mothers who are 35 or older is between 2,996 and 3,227 grams.1. Note that in the output, the TI Calculator also calculates the sample standard deviation, Sx. Even though this quantity is not needed for calculating the confidence interval, it is quite encouraging to see that the sample standard deviation is 501.32, since this means that our assumption of σ = 500 is quite reasonable.2. When calculating the confidence interval for the population mean, the TI offers the choice ofDATA orSTATS. If you chooseSTATS, you’d see:Note that you’d enter x-bar and n rather than List: and Freq:"
