Unit,Module,Sentences
_u2_summarizing_data,_m1_examining_distributions,"This is always the case, and is the reason why we have to do a more complicated calculation to determine the standard deviation: x ¯ Square each of the deviations: The first few are 2 = 4, (0)2 = 0, (-4)2 = 16, and the rest are 16, 36, 4, 36, 0."
_u2_summarizing_data,_m1_examining_distributions,"Average the square deviations by adding them up, and dividing by n - 1, (one less than the sample size): 4 + 0 + 16 + 16 + 36 + 4 + 36 + 0 ( 8 − 1 ) = 112 7 = 16 variance of the data."
_u2_summarizing_data,_m1_examining_distributions,The SD of the data is the square root of the variance: SD = 16 = 4 Why do we take the square root?
_u2_summarizing_data,_m1_examining_distributions,"Note that 16 is an average of the squared deviations, and therefore has different units of measurement."
_u2_summarizing_data,_m1_examining_distributions,"In this case 16 is measured in ""squared customers,"" which obviously cannot be interpreted."
_u2_summarizing_data,_m1_examining_distributions,"We therefore take the square root in order to compensate for the fact that we squared our deviations, and in order to go back to the original unit of measurement."
_u2_summarizing_data,_m1_examining_distributions,Recall that the average number of customers who enter the store in an hour is 9.
_u2_summarizing_data,_m1_examining_distributions,"The interpretation of SD = 4 is that on average, the actual number of customers that enter the store each hour is 4 away from 9."
_u2_summarizing_data,_m1_examining_distributions,The importance of the numerical figure that we found in #4 above called the variance (=16 in our example) will be discussed much later in the course when we get to the inference part.
_u2_summarizing_data,_m1_examining_distributions,"Properties of the Standard Deviation , and the standard deviation would jump up to SD = 50.3."
_u2_summarizing_data,_m1_examining_distributions,"Note that in this simple example, it is easy to see that while the standard deviation is strongly influenced by outliers, the IQR is not."
_u2_summarizing_data,_m1_examining_distributions,"The IQR would be the same in both cases, since, like the median, the calculation of the quartiles depends only on the order of the data rather than the actual values."
_u2_summarizing_data,_m1_examining_distributions,x ¯ = 25 .
_u2_summarizing_data,_m1_examining_distributions,"So far, we have introduced two measures of spread; the range (covered by all the data) and the inter-quartile range (IQR), which looks at the range covered by the middle 50% of the distribution."
_u2_summarizing_data,_m1_examining_distributions,We also noted that the IQR should be paired as a measure of spread with the median as a measure of center.
_u2_summarizing_data,_m1_examining_distributions,"The idea behind the standard deviation is to quantify the spread of a distribution by measuring how far the observations are from their mean, ."
_u2_summarizing_data,_m1_examining_distributions,"The standard deviation gives the average (or typical distance) between a data point and the mean, x ¯ ."
_u2_summarizing_data,_m1_examining_distributions,"There are many notations for the standard deviation: SD, s, Sd, StDev."
_u2_summarizing_data,_m1_examining_distributions,"In order to get a better understanding of the standard deviation, it would be useful to see an example of how it is calculated."
_u2_summarizing_data,_m1_examining_distributions,"In practice, we will use a computer to do the calculation."
_u2_summarizing_data,_m1_examining_distributions,"Video Store Customers The following are the number of customers who entered a video store in 8 consecutive hours: 7, 9, 5, 13, 3, 11, 15, 9 To find the standard deviation of the number of hourly customers: Find the mean, of your data: x ¯ 7 + 9 + 5 + ."
_u2_summarizing_data,_m1_examining_distributions,.
_u2_summarizing_data,_m1_examining_distributions,.
_u2_summarizing_data,_m1_examining_distributions,"+ 9 8 = 9 Find the deviations from the mean: the difference between each observation and the mean (7 - 9), (9 - 9), (5 - 9), (13 - 9), (3 - 9), (11 - 9), (15 - 9), (9 - 9) Since the standard deviation is the average (typical) distance between the data points and their mean, it would make sense to average the deviations we got."
_u2_summarizing_data,_m1_examining_distributions,"Note, however, that the sum of the deviations from the mean, -2, 0, -4, 4, -6, 2, 6, 0 is 0 (add them up and see for yourself)."
_u2_summarizing_data,_m1_examining_distributions,"This is always the case, and is the reason why we have to do a more complicated calculation to determine the standard deviation: x ¯ Square each of the deviations: The first few are 2 = 4, (0)2 = 0, (-4)2 = 16, and the rest are 16, 36, 4, 36, 0."
_u2_summarizing_data,_m1_examining_distributions,"Average the square deviations by adding them up, and dividing by n - 1, (one less than the sample size): 4 + 0 + 16 + 16 + 36 + 4 + 36 + 0 ( 8 − 1 ) = 112 7 = 16 variance of the data."
_u2_summarizing_data,_m1_examining_distributions,The SD of the data is the square root of the variance: SD = 16 = 4 Why do we take the square root?
_u2_summarizing_data,_m1_examining_distributions,"Note that 16 is an average of the squared deviations, and therefore has different units of measurement."
_u2_summarizing_data,_m1_examining_distributions,"In this case 16 is measured in ""squared customers,"" which obviously cannot be interpreted."
_u2_summarizing_data,_m1_examining_distributions,"We therefore take the square root in order to compensate for the fact that we squared our deviations, and in order to go back to the original unit of measurement."
