Unit,Module,Question,Choices,Correct Answer
_u2_summarizing_data,_m2_examining_relationships,The data in the scatterplot below are an individual's weight and the time it takes (in seconds) on a treadmill to raise his or her pulse rate to 140 beats per minute. The o's correspond to females and the +'s to males. Which of the following conclusions is most accurate?,0: 1: There is a positive correlation between gender and weight. 2: There is a negative correlation between time and weight for males and for females. 3: There is a positive correlation between time and weight for males and for females. 4: There is a negative correlation between gender and weight.,There is a negative correlation between time and weight for males and for females.,
_u2_summarizing_data,_m2_examining_relationships,What can we say about the relationship between the correlation r and the slope b of the least-squares line for the same set of data?,0: 1: Both r and b always have values between −1 and 1. 2: r is always larger than b. 3: r and b have the same sign (+ or −). 4: The slope b is always equal to the square of the correlation r. 5: b is always larger than r.,r and b have the same sign (+ or −).,
_u2_summarizing_data,_m2_examining_relationships,If there is no relationship (linear or otherwise) between two quantitative variables as observed on a scatterplot; the value of the correlation coefficient; r; is likely to be which of the following?,0: 1: Closer to 1 2: Closer to −1 3: Closer to 0 4: Either closer to −1 or 1,Closer to 0,
_u2_summarizing_data,_m2_examining_relationships,Using data from 100 hospitals; a correlation of r = 0.78 is found between the size of a hospital (measured in number of beds) and the average length of patient stays (measured in days). Which of the following is true?,0: 1: There is a pretty strong positive linear correlation between number of beds and length of hospital stay. 2: Increasing hospital size must be the cause of longer patient stays. 3: “Severity of illness” is a possible lurking variable that is behind this relationship.,“Severity of illness” is a possible lurking variable that is behind this relationship.,
_u2_summarizing_data,_m2_examining_relationships,The data in the scatterplot below are an individual's age (in years) and the expected life span (in years). The circles correspond to females and the x's to males. Which of the following conclusions is most accurate?,0: 1: There is a positive correlation between gender and life expectancy. 2: There is a negative correlation between gender and life expectancy. 3: There is a positive correlation between age and life expectancy for both males and females. 4: There is a negative correlation between age and life expectancy for both males and females.,There is a negative correlation between age and life expectancy for both males and females.,
_u2_summarizing_data,_m2_examining_relationships,Suppose the correlation between two variables (x; y) in a data set is determined to be r = 0.63; What must be true about the slope; b; of the least-squares line estimated for the same set of data?,0: 1: The slope will also be a value between −1 and 1. 2: The slope will have the opposite sign as the correlation. 3: The slope b is always equal to the square of the correlation r. 4: The slope will have the same sign as the correlation.,The slope will have the same sign as the correlation.,
_u2_summarizing_data,_m2_examining_relationships,A researcher wants to determine if preschool attendance is associated with high school graduation for low-income students. She randomly assigns low-income children to two groups; one group will attend preschool program; the second group will not attend preschool. The researcher plans to follow the children in the study for 20 years and observe whether or not they graduate from high school.Which of the following is the explanatory variable in this study?,0: 1: Whether or not a subject graduates high school 2: The income status of the children 3: Whether or not a subject attends preschool 4: The length of time it takes a subject to graduate high school,Whether or not a subject attends preschool,
_u2_summarizing_data,_m2_examining_relationships,A researcher wants to determine if preschool attendance is associated with high school graduation for low-income students. She randomly assigns low-income children to two groups; one group will attend preschool program; the second group will not attend preschool. The researcher plans to follow the children in the study for 20 years and observe whether or not they graduate from high school.Which of the following is the response variable in this study?,0: 1: Whether or not a subject graduates high school 2: The income status of the children 3: Whether or not a subject attends preschool 4: The length of time it takes a subject to graduate high school,Whether or not a subject graduates high school
_u2_summarizing_data,_m2_examining_relationships,A store asked 250 of its customers whether or not they were satisfied with the service. The responses were also classified according to the gender of the customers. We want to study whether there is a relationship between satisfaction and gender. Which of the following would be a meaningful display of the data from this study?,0: 1: Side-by-side boxplots 2: A pie chart 3: A histogram 4: A scatterplot 5: A two-way table,A two-way table,
_u2_summarizing_data,_m2_examining_relationships,A survey was conducted to study the relationship between the annual income of a family and the amount of money the family spends on entertainment. Data were collected from a random sample of 280 families from a certain metropolitan area. Which of the following would be a meaningful display of the data from this study?,0: 1: Side-by-side boxplots 2: A pie chart 3: A histogram 4: A scatterplot 5: A two-way table,A scatterplot,
