Age,Gender,Comp
81,Female,1
39,Female,14
33,Female,24
39,Female,12
31,Female,23
39,Female,13
46,Male,10
65,Female,1
27,Female,13
35,Male,16
53,Male,5
79,Female,1
27,Male,21
19,Female,21
41,Female,13
31,Male,28
45,Male,8
66,Female,5
34,Male,27
49,Male,11
18,Male,16
60,Male,3
47,Female,4
55,Male,6
39,Male,12
25,Female,18
47,Male,6
51,Male,11
23,Female,17
20,Female,24
65,Male,3
37,Female,4
27,Male,23
25,Male,15
68,Male,9
40,Male,12
46,Male,12
21,Female,6
19,Female,24
63,Male,3
32,Female,21
45,Female,9
46,Female,13
52,Male,1
25,Male,11
26,Female,22
64,Male,4
28,Female,19
59,Male,7
40,Male,10
62,Female,5
38,Male,8
49,Female,15
26,Female,20
31,Female,23
76,Male,6
49,Female,5
37,Female,10
20,Male,17
26,Female,15
56,Female,3
88,Female,1
42,Female,11
41,Male,10
23,Male,17
32,Male,21
63,Female,2
33,Female,25
24,Male,19
89,Female,0
53,Female,6
50,Female,9
46,Male,3
27,Female,18
68,Female,2
55,Male,6
40,Female,13
50,Female,10
23,Male,13
35,Female,15
85,Male,1
47,Female,7
44,Female,10
36,Female,12
76,Male,1
23,Female,16
43,Female,13
25,Female,11
32,Male,14
50,Female,14
37,Male,6
48,Female,2
40,Female,7
57,Female,1
38,Male,12
18,Male,20
33,Male,24
82,Female,1
18,Female,19
30,Male,21
35,Female,12
20,Female,13
37,Female,9
70,Female,5
34,Female,30
33,Female,15
27,Female,16
24,Female,19
49,Female,14
47,Female,9
38,Male,8
45,Male,14
35,Male,10
33,Male,20
46,Male,11
46,Female,13
18,Female,23
58,Male,0
45,Male,7
66,Female,7
88,Female,3
38,Female,13
28,Female,20
64,Female,2
26,Male,25
49,Female,6
30,Male,16
36,Female,12
56,Female,14
33,Male,23
27,Female,9
40,Male,13
36,Male,9
46,Female,13
46,Male,5
34,Male,18
35,Male,11
55,Male,2
42,Female,10
48,Male,3
35,Female,8
24,Male,13
26,Male,19
41,Male,10
56,Male,3
50,Female,20
39,Male,13
39,Female,12
42,Male,10
33,Male,23
27,Male,20
31,Male,25
32,Male,18
29,Male,20
35,Male,7
24,Female,21
62,Male,2
63,Female,6
56,Female,6
26,Male,19
58,Male,0
86,Female,0
25,Female,0
58,Female,6
30,Male,20
86,Female,1
50,Female,3
90,Female,1
32,Female,15
59,Female,0
66,Male,11
37,Male,14
61,Male,9
22,Male,20
47,Female,8
28,Female,16
46,Female,6
41,Male,13
23,Female,18
53,Male,10
21,Female,14
73,Male,13
46,Female,11
30,Male,30
58,Male,6
73,Female,5
40,Female,11
78,Female,1
40,Male,14
22,Male,21
65,Female,3
30,Female,27
43,Female,15
57,Female,3
30,Female,19
41,Male,11
47,Female,9
46,Male,11
42,Male,13
55,Male,3
47,Male,13
37,Male,9
49,Male,8
56,Female,9
29,Male,20
21,Male,20
45,Female,6
40,Male,15
65,Female,2
25,Female,19
25,Male,24
37,Female,15
33,Male,29
48,Male,15
47,Female,8
23,Male,26
29,Male,15
61,Male,5
26,Male,24
21,Male,15
44,Female,6
46,Female,15
65,Male,6
33,Male,29
36,Female,5
31,Male,12
35,Female,16
43,Male,14
27,Female,22
49,Male,8
38,Female,10
46,Male,12
28,Female,17
60,Female,5
62,Female,4
25,Female,19
26,Female,22
18,Female,20
54,Female,2
41,Male,2
66,Male,1
37,Female,12
20,Male,16
22,Female,22
32,Female,22
35,Female,14
58,Female,0
26,Male,19
34,Female,11
32,Male,23
38,Male,16
52,Female,5
23,Female,14
44,Female,10
47,Female,9
44,Female,9
38,Female,14
58,Female,11
49,Male,3
61,Female,1
18,Male,18
41,Male,7
51,Female,5
30,Male,9
28,Male,18
47,Male,17
34,Female,11
45,Male,2
28,Male,35
43,Male,5
60,Male,7
31,Male,15
35,Male,11
35,Female,11
19,Male,8
18,Female,19
20,Female,17
18,Male,19
65,Female,0
67,Male,4
29,Female,24
71,Male,0
54,Female,11
25,Female,15
75,Male,1
19,Male,12
49,Female,7
42,Male,11
37,Male,13
19,Female,10
53,Female,7
59,Female,0
39,Male,7
35,Male,20
82,Male,0
28,Male,13
34,Male,17
77,Male,1
62,Female,7
53,Male,4
41,Female,15
20,Female,23
41,Male,16
24,Female,16
58,Female,1
19,Male,15
87,Female,1
37,Male,20
31,Male,27
34,Male,25
51,Female,4
34,Female,10
30,Female,6
28,Female,16
21,Female,20
21,Female,8
74,Male,9
77,Female,0
43,Female,23
62,Male,1
52,Male,3
29,Female,15
38,Female,7
26,Female,24
45,Male,6
66,Female,7
35,Female,11
29,Female,21
54,Female,6
67,Male,1
66,Female,2
41,Male,15
50,Female,6
42,Male,13
26,Female,20
48,Female,9
27,Male,8
39,Male,10
50,Male,9
27,Male,23
40,Male,11
88,Female,1
37,Female,6
73,Female,5
30,Female,15
42,Female,5
35,Male,20
48,Male,6
47,Male,2
46,Male,6
58,Female,8
28,Female,17
30,Female,26
19,Male,21
80,Male,3
38,Female,23
67,Male,1
49,Female,12
34,Male,10
52,Female,2
63,Male,0
31,Male,25
28,Female,21
39,Female,12
46,Male,7
77,Female,0
38,Male,9
27,Male,14
36,Female,16
64,Male,3
41,Female,14
72,Male,1
44,Male,10
75,Male,1
30,Female,20
43,Male,11
84,Female,2
27,Female,23
40,Male,12
69,Female,2
21,Female,21
46,Female,9
38,Male,14
68,Male,0
39,Male,11
48,Male,12
36,Male,18
46,Female,6
38,Female,12
32,Male,14
61,Male,0
20,Female,18
35,Female,21
49,Male,7
23,Female,14
20,Female,16
59,Female,6
34,Female,15
29,Female,20
25,Male,17
47,Male,9
32,Female,20
52,Female,8
27,Male,8
19,Female,23
41,Female,12
72,Female,1
69,Male,5
25,Male,21
55,Male,8
36,Female,17
46,Female,3
44,Female,6
30,Female,23
49,Male,4
45,Male,5
50,Male,3
39,Male,11
32,Male,18
63,Male,6
21,Female,15
55,Male,0
27,Male,20
35,Male,16
29,Female,16
28,Female,22
69,Female,1
32,Female,25
24,Female,16
44,Female,8
30,Female,21
58,Female,5
90,Female,1
58,Female,2
76,Male,0
27,Female,13
35,Male,17
35,Male,22
46,Female,15
35,Female,17
42,Male,15
32,Male,23
36,Male,16
28,Female,21
67,Male,1
48,Male,5
24,Male,17
24,Female,22
67,Female,1
20,Female,18
53,Female,5
52,Female,3
24,Male,13
25,Female,20
49,Female,17
27,Female,19
52,Female,2
47,Female,7
39,Female,17
28,Male,9
18,Male,20
37,Male,11
50,Male,8
26,Female,25
38,Female,11
66,Female,2
65,Female,0
44,Female,4
52,Male,7
75,Male,1
35,Male,9
56,Female,5
41,Female,12
41,Female,12
48,Female,13
22,Male,20
59,Female,12
21,Female,18
46,Male,14
59,Female,2
19,Female,12
30,Male,17
55,Male,10
50,Male,4
71,Female,1
34,Male,14
88,Male,1
48,Female,9
53,Male,7
50,Male,6
22,Male,20
44,Male,11
19,Male,13
49,Female,11
58,Male,0
84,Male,3
58,Female,9
29,Female,15
39,Female,10
73,Female,4
39,Female,8
63,Male,1
19,Male,24
25,Male,12
47,Female,9
35,Male,12
37,Male,12
30,Male,29
31,Female,23
37,Female,8
32,Male,21
34,Female,16
52,Female,2
64,Female,1
50,Male,2
18,Female,22
40,Male,6
22,Male,15
70,Male,0
34,Female,11
47,Female,0
30,Female,21
31,Female,25
34,Female,15
25,Male,18
60,Male,10
41,Male,4
33,Female,20
52,Male,5
37,Female,11
38,Female,11
38,Female,19
43,Female,13
38,Female,14
39,Male,23
44,Male,9
82,Male,0
40,Male,9
46,Female,12
49,Male,6
53,Female,12
33,Male,14
28,Female,20
60,Male,2
39,Male,14
21,Female,21
46,Female,4
56,Male,2
44,Male,10
35,Female,11
69,Male,0
37,Female,9
24,Male,21
60,Male,2
39,Female,14
42,Female,0
19,Female,18
37,Female,16
76,Female,0
36,Male,9
64,Male,3
38,Female,13
56,Male,3
38,Male,8
22,Male,20
49,Male,7
32,Female,23
28,Female,23
19,Male,20
25,Female,13
76,Female,0
51,Male,2
27,Male,28
62,Female,2
33,Male,24
28,Male,17
36,Female,16
44,Male,10
32,Female,24
44,Female,9
36,Male,12
34,Female,10
29,Male,22
63,Female,5
75,Male,0
42,Male,5
26,Male,17
67,Female,0
48,Female,3
25,Female,19
47,Male,5
38,Male,15
47,Male,5
28,Male,11
78,Male,3
28,Female,21
58,Female,2
53,Female,8
39,Male,13
29,Male,20
30,Female,28
31,Male,18
45,Male,6
29,Male,26
43,Female,7
43,Female,15
21,Female,13
57,Female,7
51,Male,12
32,Male,15
47,Female,4
41,Male,14
68,Male,0
20,Female,18
29,Female,24
77,Female,3
60,Female,2
22,Male,21
29,Male,19
57,Female,2
46,Female,7
40,Female,13
66,Female,1
49,Female,17
83,Female,1
21,Female,17
24,Female,13
38,Male,15
47,Male,10
39,Male,6
42,Male,6
48,Male,6
23,Male,19
35,Male,20
41,Female,10
43,Male,11
35,Male,6
32,Male,21
57,Male,4
57,Male,5
48,Female,0
56,Female,7
28,Male,19
36,Female,11
44,Female,13
32,Female,14
44,Female,10
38,Male,19
45,Male,14
57,Female,5
51,Male,9
35,Female,14
78,Female,1
38,Female,15
37,Female,15
41,Female,15
25,Male,21
36,Female,17
41,Male,13
35,Male,18
41,Male,12
70,Male,0
67,Male,4
26,Female,15
39,Female,14
41,Female,13
36,Female,8
30,Male,12
32,Female,17
64,Female,11
20,Female,14
56,Female,12
46,Male,10
56,Female,6
42,Male,14
63,Male,1
18,Male,23
45,Female,2
27,Male,8
57,Female,0
66,Female,6
43,Male,9
57,Female,7
76,Male,10
52,Female,6
54,Female,13
65,Male,2
49,Female,13
55,Female,13
70,Female,6
51,Female,7
19,Female,15
49,Female,3
69,Female,6
51,Female,8
56,Male,4
22,Female,18
63,Male,1
51,Female,5
84,Male,0
21,Female,15
62,Female,3
27,Female,20
18,Male,19
79,Female,0
40,Female,13
31,Male,14
27,Female,21
56,Male,0
54,Male,11
46,Female,21
32,Female,16
34,Female,12
47,Male,1
33,Female,27
51,Female,5
52,Female,4
38,Male,13
65,Female,1
75,Female,0
51,Male,15
31,Male,25
50,Female,5
71,Female,5
44,Female,10
41,Male,8
37,Female,17
53,Female,2
24,Male,18
24,Male,28
55,Male,10
61,Male,11
53,Male,13
82,Male,0
58,Female,0
31,Female,27
23,Female,9
62,Female,0
46,Female,7
48,Male,13
34,Male,15
56,Male,9
49,Female,1
83,Female,1
25,Male,17
40,Female,15
31,Male,26
86,Male,0
63,Female,2
33,Female,22
57,Female,0
28,Male,29
46,Male,8
51,Male,7
39,Female,13
42,Male,14
30,Male,19
37,Male,19
30,Female,21
47,Female,3
84,Female,0
80,Male,0
39,Female,10
32,Female,21
70,Male,5
44,Female,21
29,Male,18
43,Male,6
64,Male,1
27,Male,18
79,Male,1
25,Male,17
57,Female,8
54,Female,9
37,Male,14
52,Male,2
76,Male,1
31,Male,22
52,Female,2
30,Female,22
61,Female,4
25,Male,17
49,Female,4
47,Female,7
30,Female,16
30,Male,19
24,Female,15
38,Male,10
26,Female,15
27,Male,23
31,Female,29
75,Female,0
84,Male,0
25,Male,12
40,Male,13
85,Female,1
78,Female,1
41,Male,4
62,Male,1
24,Male,13
25,Male,18
42,Female,12
72,Female,2
30,Female,19
20,Female,21
34,Female,13
33,Female,25
47,Male,12
31,Male,16
91,Male,0
27,Male,24
39,Female,11
62,Male,1
24,Male,12
44,Male,4
26,Female,21
24,Male,13
42,Female,12
22,Female,20
31,Female,19
78,Female,2
71,Female,9
46,Male,3
64,Female,1
26,Female,27
24,Male,21
51,Female,5
50,Male,3
37,Male,12
43,Male,1
60,Female,3
50,Female,6
66,Male,0
34,Male,12
45,Female,13
34,Female,13
67,Male,4
42,Female,6
31,Male,18
77,Female,1
30,Female,14
31,Female,18
42,Male,10
32,Female,15
71,Female,4
38,Female,17
55,Female,4
30,Male,16
43,Female,14
29,Female,32
41,Female,4
25,Female,14
51,Female,2
90,Female,0
44,Female,9
76,Female,0
30,Male,25
46,Female,6
42,Female,9
55,Female,13
71,Male,0
28,Male,26
24,Female,18
79,Female,9
34,Male,18
41,Female,9
72,Female,2
24,Male,14
30,Female,25
43,Female,7
43,Female,9
90,Male,0
43,Male,2
64,Male,1
56,Male,7
41,Male,12
48,Male,1
33,Female,23
29,Female,14
39,Male,13
51,Female,6
39,Male,8
30,Female,21
48,Male,2
53,Female,14
36,Male,18
58,Male,5
25,Male,16
30,Male,29
52,Female,2
63,Male,1
31,Female,26
40,Male,7
53,Female,4
34,Male,13
85,Male,2
57,Male,2
35,Male,18
71,Male,2
32,Male,25
26,Male,10
30,Female,16
44,Female,11
56,Male,3
39,Female,13
47,Female,7
59,Male,3
54,Female,7
31,Male,18
71,Female,0
76,Male,3
32,Male,16
52,Male,6
85,Male,0
48,Male,6
42,Female,8
31,Male,27
56,Female,4
22,Female,20
83,Female,1
19,Male,15
26,Male,28
49,Female,9
18,Male,16
18,Female,22
55,Male,3
21,Male,18
42,Male,13
22,Male,15
45,Female,14
72,Female,4
23,Male,18
87,Female,0
26,Female,20
38,Female,13
32,Female,20
62,Male,2
36,Female,9
76,Female,3
32,Female,16
47,Female,8
18,Female,19
62,Female,6
22,Female,22
45,Male,5
35,Male,13
26,Female,12
18,Female,29
40,Female,10
23,Female,19
47,Male,11
49,Male,8
21,Female,21
58,Female,2
50,Male,0
18,Male,22
24,Female,15
61,Female,4
31,Female,18
79,Male,0
48,Female,8
83,Male,1
54,Female,2
55,Male,3
48,Female,11
79,Female,0
30,Female,27
30,Male,14
53,Female,4
78,Male,1
60,Female,3
53,Female,7
30,Male,20
61,Male,9
28,Male,18
24,Male,17
30,Female,30
26,Female,21
56,Female,8
69,Female,0
41,Female,11
24,Male,23
56,Female,2
47,Female,11
42,Female,6
26,Female,17
48,Female,6
28,Female,24
27,Male,18
32,Male,13
67,Female,4
62,Female,0
33,Male,21
41,Male,3
38,Female,13
44,Female,15
63,Female,2
22,Female,10
35,Female,21
32,Female,24
37,Male,14
42,Female,8
87,Male,1
59,Female,5
42,Female,11
40,Female,11
30,Male,21
63,Female,6
66,Female,7
25,Male,19
30,Female,14
75,Female,0
56,Female,3
18,Female,15
37,Male,10
22,Male,21
36,Female,11
61,Male,2
35,Male,8
61,Female,7
79,Male,1
80,Male,1
20,Male,13
18,Male,14
65,Female,3
72,Male,0
75,Male,0
56,Female,1
34,Male,16
35,Female,17
70,Male,5
29,Male,15
76,Male,4
36,Female,13
47,Female,10
34,Male,14
22,Male,16
46,Male,19
37,Male,15
54,Male,9
22,Female,9
20,Male,19
42,Male,18
55,Female,4
21,Female,12
25,Male,17
49,Female,2
27,Male,26
33,Male,23
35,Female,15
27,Female,19
25,Male,12
51,Male,3
49,Female,4
31,Female,19
42,Female,9
65,Female,2
31,Female,25
53,Male,9
30,Male,21
24,Male,21
89,Female,1
34,Female,11
71,Female,4
30,Female,35
81,Female,1
58,Female,5
18,Male,21
32,Male,22
89,Female,1
32,Male,18
27,Female,27
42,Female,11
30,Female,24
32,Male,18
25,Female,13
35,Female,17
44,Female,7
36,Female,15
46,Female,13
74,Female,4
36,Female,16
40,Male,10
64,Female,1
76,Male,3
55,Male,2
26,Female,26
54,Male,1
29,Female,6
89,Male,1
78,Female,0
35,Male,14
47,Female,13
19,Female,21
53,Male,7
42,Male,14
30,Female,19
57,Male,6
41,Male,9
61,Male,8
43,Female,8
40,Female,19
45,Female,12
65,Female,1
28,Female,22
34,Female,16
37,Female,13
63,Male,0
38,Female,10
74,Female,7
43,Female,10
25,Male,19
29,Male,25
50,Male,0
29,Male,25
33,Female,24
37,Female,6
27,Male,22
46,Female,7
24,Female,14
55,Male,5
38,Male,14
25,Female,13
66,Male,2
77,Female,1
90,Female,1
27,Female,19
68,Male,2
32,Female,19
44,Female,1
54,Male,6
62,Female,6
44,Male,15
56,Female,8
30,Male,18
51,Male,12
41,Female,11
30,Male,21
51,Female,10
19,Female,12
46,Female,15
72,Male,3
42,Female,9
44,Male,1
33,Female,23
53,Male,7
33,Female,17
68,Female,4
58,Male,4
59,Male,4
71,Female,1
86,Male,1
42,Female,4
28,Male,29
73,Female,4
36,Male,19
79,Male,0
77,Male,0
83,Female,0
93,Female,0
90,Male,2
38,Male,10
50,Female,8
36,Female,11
55,Male,10
25,Female,17
32,Male,17
37,Female,14
23,Female,12
42,Male,7
32,Female,21
38,Female,7
44,Female,8
20,Male,20
25,Male,21
42,Male,9
25,Male,17
69,Female,0
41,Male,7
54,Female,2
33,Male,17
36,Male,18
60,Male,5
30,Female,28
34,Male,16
26,Male,12
29,Male,22
64,Female,3
43,Female,4
73,Male,5
50,Male,6
71,Female,6
38,Female,13
24,Male,14
32,Male,17
23,Male,16
39,Male,7
61,Male,3
30,Male,20
34,Male,16
30,Female,15
77,Female,0
63,Female,3
31,Male,22
31,Male,14
36,Male,10
32,Male,24
37,Male,11
82,Female,0
27,Male,23
37,Female,17
20,Female,24
32,Male,7
55,Female,13
76,Male,2
24,Male,24
41,Female,6
76,Female,1
36,Female,17
40,Female,10
18,Female,25
41,Female,16
23,Female,12
63,Female,9
34,Female,25
85,Male,1
51,Male,5
44,Male,17
40,Male,11
52,Female,1
28,Male,29
61,Male,5
67,Female,12
26,Female,23
29,Male,16
44,Male,4
30,Male,16
43,Male,5
57,Female,1
46,Male,9
85,Male,1
77,Male,3
82,Male,1
34,Male,17
22,Male,16
65,Female,5
32,Female,16
51,Male,17
70,Male,1
59,Female,4
35,Female,15
43,Male,13
27,Female,21
44,Female,8
59,Female,13
33,Male,16
24,Female,21
33,Male,19
73,Female,1
63,Female,7
35,Male,12
49,Male,6
20,Female,21
49,Male,4
40,Male,12
58,Female,8
82,Female,0
26,Male,31
30,Female,18
52,Male,8
33,Male,20
27,Female,30
24,Male,11
33,Female,18
75,Male,1
20,Male,18
34,Male,11
49,Female,7
69,Male,6
38,Female,17
21,Male,12
53,Male,10
42,Male,6
37,Female,17
47,Male,10
27,Female,24
56,Male,5
37,Female,13
32,Male,15
48,Female,3
38,Female,8
30,Female,20
19,Female,17
45,Male,13
39,Female,11
45,Female,3
35,Male,16
60,Female,2
50,Male,1
37,Female,13
41,Male,8
43,Male,5
50,Female,6
48,Male,9
51,Female,7
39,Male,5
25,Female,18
45,Male,11
47,Female,4
38,Female,14
41,Male,12
41,Male,8
52,Male,4
48,Female,13
34,Female,15
25,Female,19
24,Female,25
25,Female,18
35,Female,12
37,Male,9
42,Female,15
43,Male,8
37,Male,10
83,Male,0
21,Female,15
67,Male,2
38,Female,7
42,Female,12
60,Female,6
44,Female,10
49,Female,10
38,Female,11
34,Male,17
62,Male,3
74,Female,0
26,Male,24
24,Female,12
38,Male,11
44,Male,9
28,Female,14
45,Female,15
30,Female,27
34,Female,15
27,Male,16
24,Male,19
37,Female,14
23,Male,12
33,Male,20
30,Male,21
64,Male,4
42,Female,13
42,Male,7
51,Male,11
31,Female,14
32,Female,16
80,Female,1
24,Female,27
36,Female,17
41,Male,17
89,Male,1
25,Male,14
24,Female,16
80,Female,1
22,Male,7
31,Male,24
74,Male,0
89,Female,1
41,Female,12
85,Female,1
32,Male,17
49,Male,3
46,Female,8
62,Male,3
47,Male,5
37,Male,9
56,Female,14
43,Male,5
57,Male,15
66,Male,4
41,Female,6
41,Male,4
34,Male,13
32,Female,22
25,Male,20
71,Male,1
29,Female,9
84,Female,1
48,Female,10
32,Female,19
81,Female,0
23,Male,12
69,Female,1
69,Female,0
32,Female,19
40,Female,11
27,Female,21
30,Female,28
24,Female,15
60,Female,3
37,Female,13
42,Female,6
45,Female,6
59,Male,1
36,Male,7
23,Female,19
28,Female,26
85,Male,0
42,Male,10
20,Female,21
36,Female,16
50,Male,6
51,Male,7
83,Female,1
23,Female,14
39,Male,12
30,Female,13
38,Female,11
19,Male,20
51,Male,9
43,Female,5
70,Female,2
49,Female,8
51,Male,11
51,Male,0
69,Male,0
25,Male,21
23,Female,14
30,Male,24
39,Male,2
18,Male,17
49,Male,5
40,Male,7
48,Male,10
34,Male,14
68,Male,5
60,Female,3
48,Male,9
53,Female,8
38,Male,8
50,Female,10
20,Male,13
41,Male,5
62,Female,4
31,Female,26
28,Male,8
76,Female,7
41,Female,7
28,Female,27
54,Female,8
34,Male,15
47,Male,9
42,Male,6
55,Female,4
74,Male,4
19,Female,24
21,Female,23
44,Female,23
64,Female,3
67,Male,3
44,Female,10
63,Female,6
67,Male,3
38,Female,11
25,Female,19
34,Male,12
81,Female,1
42,Female,13
26,Male,14
78,Male,1
40,Female,11
26,Female,23
33,Male,17
60,Female,5
40,Male,14
61,Male,0
72,Male,8
32,Male,23
56,Male,6
68,Female,1
37,Male,13
46,Male,10
49,Male,8
79,Male,1
66,Male,6
51,Male,6
65,Male,2
25,Female,23
43,Male,7
42,Male,11
46,Female,9
31,Female,11
68,Male,0
30,Female,16
21,Female,21
30,Female,18
43,Male,4
88,Female,0
30,Male,14
26,Female,28
19,Male,12
36,Male,8
45,Male,11
31,Female,24
46,Male,13
40,Male,13
46,Female,16
52,Male,0
66,Female,1
25,Female,11
60,Male,4
61,Male,2
31,Female,22
31,Female,19
32,Female,19
87,Female,0
53,Male,2
37,Female,15
48,Male,3
51,Female,3
26,Male,20
75,Female,0
51,Female,4
75,Female,0
52,Female,7
44,Female,7
39,Female,9
30,Male,21
40,Female,17
34,Male,19
31,Male,18
77,Male,2
36,Female,15
19,Female,14
49,Female,14
64,Male,1
91,Male,0
36,Female,16
23,Male,12
60,Male,3
36,Male,14
38,Female,8
35,Male,15
55,Female,7
26,Female,11
24,Female,24
33,Male,17
53,Female,4
40,Male,11
58,Female,0
25,Male,17
34,Female,17
76,Male,1
58,Male,5
51,Female,2
46,Male,7
21,Female,11
34,Female,24
47,Female,8
25,Female,10
33,Male,14
38,Male,15
40,Female,9
47,Female,9
42,Female,16
66,Female,0
24,Male,21
76,Male,3
28,Female,22
40,Female,10
29,Female,21
24,Male,16
62,Female,2
40,Female,8
32,Male,20
30,Female,25
48,Female,9
22,Male,24
23,Female,10
28,Female,19
73,Female,2
